name,height,reach,dob,url
Matt Andersen,"6' 2""",--,"May 29, 1971",http://ufcstats.com/fighter-details/8738eacd62e82a32
Mark Striegl,"5' 8""","70""","Jun 23, 1988",http://ufcstats.com/fighter-details/ef1182eb28c17d4e
Cat Zingano,"5' 6""","68""","Jul 01, 1982",http://ufcstats.com/fighter-details/3ecd936bd8814108
Julius Anglickas,"6' 3""",--,"Jul 23, 1991",http://ufcstats.com/fighter-details/e20ad078a7d63361
Phil Baroni,"5' 9""","72""","Apr 16, 1976",http://ufcstats.com/fighter-details/1652f3213655b935
Jeremy Kimball,"6' 0""","72""","Jan 03, 1991",http://ufcstats.com/fighter-details/917a5cb9821df261
Veronica Hardy,"5' 4""","64""","Oct 30, 1995",http://ufcstats.com/fighter-details/4798e823ada58fe9
Amar Suloev,"5' 9""",--,"Jul 01, 1976",http://ufcstats.com/fighter-details/7aa88401f93ce836
Jose Alday,"5' 7""","68""","Sep 14, 1991",http://ufcstats.com/fighter-details/7460ddef986d3144
Dustin West,"5' 11""",--,--,http://ufcstats.com/fighter-details/5f5763b3a4de8dd4
Mehdi Baghdad,"6' 1""",--,"Apr 13, 1985",http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
Makoto Takimoto,"5' 7""",--,"Dec 08, 1979",http://ufcstats.com/fighter-details/a7724f51e32e763e
Sergey Morozov,"5' 6""","67""","Jun 14, 1989",http://ufcstats.com/fighter-details/2f6a993c7f547c13
James Wallace,"5' 10""","69""","Nov 17, 1992",http://ufcstats.com/fighter-details/4078de7181a19142
Edgar Cardenas,--,--,--,http://ufcstats.com/fighter-details/99a86b134dccc166
Jodie Esquibel,"5' 1""","64""","May 07, 1986",http://ufcstats.com/fighter-details/411539901068522f
Lodune Sincaid,"5' 9""",--,"May 07, 1973",http://ufcstats.com/fighter-details/265589bdd93e7ce5
Andre Soukhamthath,"5' 9""","70""","Oct 23, 1988",http://ufcstats.com/fighter-details/d0e50a3d1b250708
Sangwook Kim,"6' 0""","71""","Oct 17, 1993",http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4
Aliev Makhmud,"5' 6""",--,"Feb 13, 1970",http://ufcstats.com/fighter-details/3d481aa374c954a1
Jim Mullen,"6' 1""",--,--,http://ufcstats.com/fighter-details/1a49e0670dfaca31
Renee Forte,"5' 7""","71""","Mar 27, 1987",http://ufcstats.com/fighter-details/44bc27bfa76dcd9e
Igor Cavalcanti,"5' 11""","79""","Oct 10, 1997",http://ufcstats.com/fighter-details/9c3de7f8966326de
Carla Esparza,"5' 1""","63""","Oct 10, 1987",http://ufcstats.com/fighter-details/d910665038efc639
Lucas Rocha,"5' 3""","64""","Aug 12, 2000",http://ufcstats.com/fighter-details/e0d3d9b564f95635
Guido Cannetti,"5' 6""","68""","Dec 19, 1979",http://ufcstats.com/fighter-details/d05412b513b19621
Iouri Kotchkine,"6' 2""",--,"Dec 21, 1969",http://ufcstats.com/fighter-details/c6becb722706c7d8
Chris Manuel,"5' 9""",--,"Jul 21, 1987",http://ufcstats.com/fighter-details/a23e63184c65f5b8
Ramiz Brahimaj,"5' 10""","72""","Nov 17, 1992",http://ufcstats.com/fighter-details/3d074044a33825e7
Roger Gracie,"6' 4""","79""","Sep 26, 1981",http://ufcstats.com/fighter-details/a6bbd3df469c6bea
Sarah Alpar,"5' 4""","63""","Jun 01, 1991",http://ufcstats.com/fighter-details/49b130de1da2e1bf
Ednaldo Oliveira,"6' 5""",--,"Feb 19, 1984",http://ufcstats.com/fighter-details/acd9513399a8b09b
Louis Lee Scott,"5' 8""","70""","Feb 26, 2000",http://ufcstats.com/fighter-details/4327506eb9ee342f
Clayton Carpenter,"5' 6""","66""","Jun 09, 1996",http://ufcstats.com/fighter-details/b62d5280966b2460
Richard Jacobi,"6' 4""","75""","Sep 28, 1993",http://ufcstats.com/fighter-details/46f557bd44da630e
Timmy Cuamba,"5' 9""","71""","Feb 08, 1999",http://ufcstats.com/fighter-details/0e46690e55a8df75
Emanuel Newton,"6' 1""",--,"Jan 02, 1984",http://ufcstats.com/fighter-details/fbbbc68d368832fa
Alberta Cerra Leon,"5' 8""",--,--,http://ufcstats.com/fighter-details/6e02c318762f52f1
Zane Frazier,"6' 5""",--,--,http://ufcstats.com/fighter-details/d3711d3784b76255
Zarah Fairn,"5' 8""","72""","Dec 10, 1983",http://ufcstats.com/fighter-details/862b0b3375aa4b6e
Tony Gravely,"5' 5""","69""","Sep 28, 1991",http://ufcstats.com/fighter-details/601964f9654f911a
Vitor Belfort,"6' 0""","74""","Apr 01, 1977",http://ufcstats.com/fighter-details/0ee783aa00e468f0
Miguel Linares,--,--,--,http://ufcstats.com/fighter-details/18c49685296c60e6
Kelly Dullanty,"5' 8""",--,"Nov 04, 1977",http://ufcstats.com/fighter-details/1a225f04aa6e0739
Hirotaka Yokoi,"5' 11""",--,"Jun 08, 1978",http://ufcstats.com/fighter-details/35585d970300d45a
Da'Mon Blackshear,"5' 10""","72""","Aug 12, 1994",http://ufcstats.com/fighter-details/da22387a0407a2dc
Alex Stiebling,"6' 2""",--,"Dec 26, 1976",http://ufcstats.com/fighter-details/df5a77121ba84a5d
Igor Zinoviev,"6' 1""",--,"May 23, 1966",http://ufcstats.com/fighter-details/108afe61a26bcbf4
Daniel Pereira,"5' 10""",--,"Dec 13, 1990",http://ufcstats.com/fighter-details/44f46b0592ca0814
Matt Horning,"5' 4""",--,"Aug 18, 1976",http://ufcstats.com/fighter-details/21632ba272c0785a
Aaron Miller,"5' 9""",--,--,http://ufcstats.com/fighter-details/a4d055f1435d6d75
Wuziazibieke Jiahefu,"5' 9""","70""","Apr 09, 1990",http://ufcstats.com/fighter-details/2d077e22886298be
LC Davis,"5' 8""","69""","Oct 28, 1980",http://ufcstats.com/fighter-details/6dab8ce5e4bffe77
Eperaim Ginting,"5' 4""","64""","Nov 30, 1995",http://ufcstats.com/fighter-details/bad8ed7d714f1493
Nazareno Malegarie,"5' 8""",--,"May 16, 1986",http://ufcstats.com/fighter-details/d38e8c6ae2dfc051
Deshaun Johnson,--,--,"Nov 15, 1970",http://ufcstats.com/fighter-details/bf97ad31eae89429
Peter Sobotta,"6' 0""","75""","Jan 11, 1987",http://ufcstats.com/fighter-details/1fcfc3709fe58151
Shawn Teed,"6' 5""",--,"Feb 13, 1992",http://ufcstats.com/fighter-details/5bb70ebd65075c5c
Kamaru Usman,"6' 0""","76""","May 11, 1987",http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Yoshiaki Yatsu,"6' 1""",--,"Jul 19, 1956",http://ufcstats.com/fighter-details/620be7e0712d431b
Jacob Rosales,"5' 11""","74""","Jul 28, 1995",http://ufcstats.com/fighter-details/f7faf5b19e0dec2e
Kotetsu Boku,"5' 9""",--,"May 27, 1977",http://ufcstats.com/fighter-details/d227958e8a0c1466
TJ Laramie,"5' 6""","66""","Oct 15, 1997",http://ufcstats.com/fighter-details/cd2e5a390821fb48
Brian Sleeman,"5' 8""",--,--,http://ufcstats.com/fighter-details/9db861c26b63daa8
Brandon Thatch,"6' 2""","74""","Jul 11, 1985",http://ufcstats.com/fighter-details/638cfec7ec559d6e
Tim Stout,"5' 11""",--,"Feb 09, 1979",http://ufcstats.com/fighter-details/e1a4568fec1fc24f
Josh Burns,"6' 1""",--,"May 15, 1978",http://ufcstats.com/fighter-details/1e092415a7eeaf65
Zak Bucia,"5' 10""",--,"Sep 27, 1984",http://ufcstats.com/fighter-details/6bbb8dc6e128779e
Dean Barry,"5' 10""","72""","Jul 03, 1992",http://ufcstats.com/fighter-details/a6f3d15cb84334bb
Nick Meregali,--,--,--,http://ufcstats.com/fighter-details/2f6dc878d653c442
Remo Cardarelli,--,--,--,http://ufcstats.com/fighter-details/e5512a6aed150d8f
Rodolfo Vieira,"6' 0""","73""","Sep 25, 1989",http://ufcstats.com/fighter-details/260e9e0d4954aea6
Brandon Davis,"5' 10""","72""","May 08, 1990",http://ufcstats.com/fighter-details/cc351e408bbb7d43
Lauren Murphy,"5' 5""","67""","Jul 27, 1983",http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Travis Browne,"6' 6""","79""","Jul 17, 1982",http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Uran Satybaldiev,"6' 4""","79""","Aug 10, 1994",http://ufcstats.com/fighter-details/02f484417a6fa69d
Ray Seraille,"6' 3""",--,"Jun 23, 1979",http://ufcstats.com/fighter-details/2f04c4183523be2e
Greg Velasco,"6' 2""","70""","Sep 23, 1993",http://ufcstats.com/fighter-details/34a81ebbce32b06b
Jenna Castillo,"5' 2""",--,"May 05, 1982",http://ufcstats.com/fighter-details/e680418329c84ec4
Yanal Ashmouz,"5' 9""","69""","Mar 31, 1995",http://ufcstats.com/fighter-details/c739c2995a275314
Hugo Duarte,"6' 0""",--,"Aug 09, 1968",http://ufcstats.com/fighter-details/706404da0775dcbc
Rilley Dutro,"5' 8""",--,"Sep 03, 1987",http://ufcstats.com/fighter-details/43db649da89fac4b
Jair Farias,"6' 1""","76""","Mar 16, 1993",http://ufcstats.com/fighter-details/431262bbc69215dc
Tamires Vidal,"5' 6""","68""","Jul 27, 1998",http://ufcstats.com/fighter-details/4f3064faf17aa711
Ryan Parker,"6' 3""",--,--,http://ufcstats.com/fighter-details/6a0b80a24f22e152
Matt Helm,--,--,--,http://ufcstats.com/fighter-details/cacfd51b8e97ace0
Ignacio Bahamondes,"6' 3""","75""","Aug 27, 1997",http://ufcstats.com/fighter-details/e4a47b07044ddd72
Carina Damm,"5' 4""",--,--,http://ufcstats.com/fighter-details/033343da4c0cff8a
Edson Gomez,"5' 8""","69""","Feb 23, 1991",http://ufcstats.com/fighter-details/e90f4291f93708e6
Cesar Gracie,"5' 10""",--,--,http://ufcstats.com/fighter-details/079488710f012779
Jae Suk Lim,"5' 9""",--,"Nov 09, 1979",http://ufcstats.com/fighter-details/bbb15f301e4a490a
Joilton Lutterbach,"6' 1""","75""","Nov 05, 1992",http://ufcstats.com/fighter-details/12630a4aa0894da8
Liudvik Sholinian,"5' 10""","71""","Jan 20, 1990",http://ufcstats.com/fighter-details/1a54231796e24a3f
Kenny Giddens,"5' 11""",--,"Jan 24, 1985",http://ufcstats.com/fighter-details/db8b800176d26f6e
Said Nurmagomedov,"5' 8""","70""","Apr 05, 1992",http://ufcstats.com/fighter-details/0fd5f4b838e890cc
Angga,"5' 7""","68""","Jan 13, 1989",http://ufcstats.com/fighter-details/d6a3e131ad4ba064
John Donaldson,"5' 8""",--,"Jul 09, 1992",http://ufcstats.com/fighter-details/1c610f900f9884ab
Benardo Sopaj,"5' 6""","66""","Sep 25, 2000",http://ufcstats.com/fighter-details/b6c37948cb226e8c
Tre'ston Vines,"6' 1""","79""","Jun 18, 1996",http://ufcstats.com/fighter-details/563a1d42bb0e3cef
Roosevelt Roberts,"6' 2""","73""","Feb 11, 1994",http://ufcstats.com/fighter-details/37c5366d18ed6c05
Andre Muniz,"6' 1""","78""","Feb 17, 1990",http://ufcstats.com/fighter-details/886264a0c9f4ea5e
King Green,"5' 10""","71""","Sep 09, 1986",http://ufcstats.com/fighter-details/887961364be5ceb3
Waldo Cortes Acosta,"6' 4""","78""","Oct 03, 1991",http://ufcstats.com/fighter-details/fc08099550072fe4
Marcelo Rojo,"5' 8""","71""","Jul 02, 1988",http://ufcstats.com/fighter-details/2804ce8dadab5770
Preston Parsons,"5' 11""","71""","Jul 15, 1995",http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0
Yosuke Nishijima,"5' 9""",--,"May 15, 1973",http://ufcstats.com/fighter-details/5cde96e0a1a1fffe
Lu Zhengyong,--,--,--,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3
Chad W. Saunders,"5' 10""",--,--,http://ufcstats.com/fighter-details/4fe9492959834bf7
Ross Pearson,"5' 8""","69""","Sep 26, 1984",http://ufcstats.com/fighter-details/4f732e58ed907eff
Eddie Mendez,"5' 10""",--,"Jan 16, 1984",http://ufcstats.com/fighter-details/49e49b54e5901d0d
Matt Lucas,"6' 1""",--,"Dec 27, 1973",http://ufcstats.com/fighter-details/668222c99c5c311d
Marcin Bandel,"5' 10""",--,"Oct 10, 1989",http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Jermaine Andre,"5' 7""",--,"Jul 16, 1973",http://ufcstats.com/fighter-details/9bad58fa651d6196
Jorge Interiano,"6' 1""",--,--,http://ufcstats.com/fighter-details/1e75e6c9de99fa76
Ryan Janes,"6' 3""","76""","Aug 22, 1981",http://ufcstats.com/fighter-details/b59037262c8fe060
Roman Bravo-Young,--,--,--,http://ufcstats.com/fighter-details/37ce890a4670b287
Brandon Melendez,"5' 11""",--,"Mar 24, 1983",http://ufcstats.com/fighter-details/2b06b6ad5db63348
Justin Edwards,"5' 10""","70""","Jan 26, 1983",http://ufcstats.com/fighter-details/e56daf7725a0b5ab
Otari Tanzilovi,"5' 10""","70""","Apr 09, 1998",http://ufcstats.com/fighter-details/b9124c308671e303
Sam Oropeza,"6' 2""",--,"Jun 17, 1985",http://ufcstats.com/fighter-details/6b8db407d49c6e4b
Te Edwards,"5' 8""","72""","Sep 11, 1990",http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
Rodrigo Gripp de Sousa,"5' 11""",--,--,http://ufcstats.com/fighter-details/dde70a112e053a6c
Mitsuhiro Ishida,"5' 6""",--,"Dec 29, 1978",http://ufcstats.com/fighter-details/82f5c81f4e3c3eb5
Andy Anderson,"5' 6""",--,"Jul 16, 1974",http://ufcstats.com/fighter-details/9199e0735b83dd32
Shonte Barnes,"5' 11""","76""","Feb 09, 1987",http://ufcstats.com/fighter-details/e575b6ff678c1aca
Kenji Arai,"5' 10""",--,"Oct 05, 1979",http://ufcstats.com/fighter-details/269d103c96a4c3a5
Brian Ortega,"5' 8""","69""","Feb 21, 1991",http://ufcstats.com/fighter-details/def8166ff24bd237
Aaron Pico,"5' 8""","70""","Sep 23, 1996",http://ufcstats.com/fighter-details/5537efc6e496dd84
Anthony Perosh,"6' 3""","75""","Oct 05, 1972",http://ufcstats.com/fighter-details/4b4753d19489297f
Pete Rodriguez,"5' 9""","71""","Nov 13, 1996",http://ufcstats.com/fighter-details/776d4262c4da38bf
Adilet Nurmatov,--,--,"Aug 02, 1997",http://ufcstats.com/fighter-details/689502703bbfe5f2
Julio Paulino,"6' 0""",--,"Dec 04, 1975",http://ufcstats.com/fighter-details/60c72f7459827881
Victor Henry,"5' 7""","68""","May 04, 1987",http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8
Chad Cook,"6' 2""",--,"Nov 07, 1979",http://ufcstats.com/fighter-details/e6daf9cdbf0da889
Abel Cullum,"5' 7""",--,"Apr 21, 1987",http://ufcstats.com/fighter-details/2f8f3c69522db931
Dan Cramer,"6' 2""",--,"Oct 31, 1985",http://ufcstats.com/fighter-details/480b702debcb5433
Masio Fullen,"5' 10""","70""","Oct 06, 1986",http://ufcstats.com/fighter-details/4638cc6479cc0afe
Tim Sylvia,"6' 8""","80""","Mar 05, 1976",http://ufcstats.com/fighter-details/2a542ee8a8b83559
Steven Ciaccio,"6' 0""",--,--,http://ufcstats.com/fighter-details/eaebaa6801338ea1
Jesse Sanders,"6' 0""",--,--,http://ufcstats.com/fighter-details/59aaf2730b84698a
Fabiano Scherner,"6' 3""",--,"Jun 30, 1972",http://ufcstats.com/fighter-details/0bc7e61d204f2137
Eric Bedard,"6' 2""",--,"Sep 11, 1984",http://ufcstats.com/fighter-details/ce05955c26c3c090
Jeremy Horn,"6' 1""","74""","Aug 25, 1975",http://ufcstats.com/fighter-details/8d26912cd2aeb366
Koya Kanda,"5' 9""","75""","Dec 20, 1995",http://ufcstats.com/fighter-details/b42d3a1469dab722
Jesus Aguilar,"5' 4""","62""","Mar 13, 1996",http://ufcstats.com/fighter-details/c051c2e12d692b8a
Bolaji Oki,"5' 10""","73""","Nov 15, 1995",http://ufcstats.com/fighter-details/4bdedbdeedff7d1d
Dan Miller,"6' 1""","74""","Jun 30, 1981",http://ufcstats.com/fighter-details/d0c29452d3272603
Abram Torres,"5' 10""",--,"Oct 29, 1982",http://ufcstats.com/fighter-details/e175a261a280f7cb
Igor Borisov,"6' 0""",--,"May 18, 1964",http://ufcstats.com/fighter-details/0313bf497de9c470
Blake Watkins,--,--,--,http://ufcstats.com/fighter-details/117580b232409824
Rob Font,"5' 8""","71""","Jun 25, 1987",http://ufcstats.com/fighter-details/05339613bf8e9808
Derek Getzel,"6' 0""",--,--,http://ufcstats.com/fighter-details/42883268854b78be
Forrest Petz,"5' 9""","71""","Sep 22, 1975",http://ufcstats.com/fighter-details/e86bc32f5997a8f7
Bubba Bush,"6' 0""",--,"Jul 24, 1985",http://ufcstats.com/fighter-details/132505067f08c54d
Jennifer Gonzalez,"5' 2""",--,"Mar 22, 1986",http://ufcstats.com/fighter-details/4f1a48f4e6ffb007
Bryan Battle,"6' 1""","77""","Sep 21, 1994",http://ufcstats.com/fighter-details/f626118b6da0e020
Adam Lynn,"5' 10""",--,"Nov 16, 1977",http://ufcstats.com/fighter-details/edfe95e3c33a4bf8
Doug Evans,"5' 9""",--,"Oct 10, 1980",http://ufcstats.com/fighter-details/d3de4a24f7eefac8
Nick Agallar,"5' 8""",--,"Jan 13, 1979",http://ufcstats.com/fighter-details/ebc5af72ad5a28cb
Adin Duenas,"5' 6""",--,"Jul 02, 1988",http://ufcstats.com/fighter-details/cb6c45b26b0a877a
Collin Huckbody,"6' 3""","76""","Sep 29, 1994",http://ufcstats.com/fighter-details/f372a848d250e006
Saad Awad,"5' 11""",--,"Jun 07, 1983",http://ufcstats.com/fighter-details/da603332ad41f165
Martin Buschkamp,"5' 9""",--,"Jan 06, 1991",http://ufcstats.com/fighter-details/8fc30d8cebb17116
Kaynan Kruschewsky,"6' 0""","73""","Apr 04, 1991",http://ufcstats.com/fighter-details/ca36633b80be4a78
Jeremy Larsen,"5' 10""","70""","May 18, 1984",http://ufcstats.com/fighter-details/c3bd649a9194e50c
Denzel Freeman,"6' 1""","77""","Nov 10, 1991",http://ufcstats.com/fighter-details/b5c19c34f12c917e
Dan Evensen,"6' 3""",--,"Jun 01, 1974",http://ufcstats.com/fighter-details/dd8aec6de7035943
Nick Hein,"5' 6""","66""","Apr 24, 1984",http://ufcstats.com/fighter-details/2816ced060a21be3
Johnny Sampaio,"5' 8""",--,"Sep 11, 1975",http://ufcstats.com/fighter-details/b23388ff8ac6637b
Artem Frolov,"5' 10""",--,"Sep 07, 1991",http://ufcstats.com/fighter-details/ee704df0afd74558
Michael Byrnes,"5' 11""",--,"Jul 17, 1990",http://ufcstats.com/fighter-details/87f0b37f153cf497
Carlos Leal,"5' 11""","74""","May 04, 1994",http://ufcstats.com/fighter-details/28d421729451c8ca
Yukio Sakaguchi,"5' 9""",--,"Jul 26, 1973",http://ufcstats.com/fighter-details/94a5aaf573f780ad
Daniel Sarafian,"5' 9""","73""","Aug 21, 1982",http://ufcstats.com/fighter-details/7e47047d0971d566
Gustavo Gabriel,"5' 6""",--,"Apr 01, 1994",http://ufcstats.com/fighter-details/fe98f86284a6eeb3
Mark Schultz,"5' 9""",--,"Oct 26, 1960",http://ufcstats.com/fighter-details/c1684f00c626f4c0
Dmitrii Smoliakov,"6' 2""","74""","Aug 05, 1982",http://ufcstats.com/fighter-details/75afb06215a07341
Allan Zuniga,"5' 7""","70""","Apr 04, 1992",http://ufcstats.com/fighter-details/523af801b3429015
Sam Fulton,--,--,--,http://ufcstats.com/fighter-details/1f5f75658551f2d3
Hidehiko Yoshida,"5' 11""",--,"Sep 03, 1969",http://ufcstats.com/fighter-details/2eae41f61776c60f
Paul Capaldo,"5' 7""",--,"Dec 27, 1996",http://ufcstats.com/fighter-details/83b8fe74224dd642
Josh Emmett,"5' 6""","70""","Mar 04, 1985",http://ufcstats.com/fighter-details/fba03cd6cc28dc41
Batgerel Danaa,"5' 7""","70""","Jul 04, 1989",http://ufcstats.com/fighter-details/3b0a516d2921e0d6
Andrei Semenov,"6' 0""",--,"Jun 17, 1977",http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd
Rafael  Del Real,"5' 11""",--,--,http://ufcstats.com/fighter-details/e82b2adcaeff71ec
Mahamed Aly,"6' 2""","78""","Jan 11, 1994",http://ufcstats.com/fighter-details/86c1441676af2c73
Jeremie Holloway,"6' 0""",--,"Sep 29, 1984",http://ufcstats.com/fighter-details/ee28aa7f1043756c
Darian Weeks,"5' 11""","72""","Nov 23, 1993",http://ufcstats.com/fighter-details/326a001926ffb7ec
Brandon Visher,"5' 6""","68""","May 06, 1984",http://ufcstats.com/fighter-details/7c4ec656d8fcb867
Rodrigo Damm,"5' 7""","71""","Feb 03, 1980",http://ufcstats.com/fighter-details/a20d7dfaba74c067
Dwight Grant,"6' 1""","76""","Sep 14, 1984",http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
Jessin Ayari,"6' 0""","73""","May 31, 1992",http://ufcstats.com/fighter-details/6eaec40f724852f4
Julian Marquez,"6' 2""","72""","May 08, 1990",http://ufcstats.com/fighter-details/d0e1b42d41dab603
Leonardo Damiani,"5' 10""","69""","Aug 30, 1990",http://ufcstats.com/fighter-details/acd870570949d8a2
Derek Brunson,"6' 1""","77""","Jan 04, 1984",http://ufcstats.com/fighter-details/b1a3e0aca758b322
Abdul-Kareem Al-Selwady,"5' 8""","69""","Apr 10, 1995",http://ufcstats.com/fighter-details/597499ac7a5aac62
Michal Figlak,"5' 10""","70""","Aug 15, 1996",http://ufcstats.com/fighter-details/b4c57a8c2b773e82
Ryan Jensen,"6' 1""","76""","Sep 20, 1977",http://ufcstats.com/fighter-details/aae99701b21554e4
Kevin Syler,"5' 9""","71""","Jul 29, 1993",http://ufcstats.com/fighter-details/9094a881a7513de3
Miguel Cosio,"6' 4""",--,"Feb 18, 1981",http://ufcstats.com/fighter-details/d150c6fbdb7687f4
Alexander Munoz,"5' 9""","72""","Feb 27, 1990",http://ufcstats.com/fighter-details/f8f1ec513bcfef43
Andre Petroski,"6' 0""","73""","Jun 12, 1991",http://ufcstats.com/fighter-details/5f61780fe5e9b6d0
Daniel Pineda,"5' 7""","69""","Aug 06, 1985",http://ufcstats.com/fighter-details/361d49960a196976
Roshaun Jones,"5' 8""",--,--,http://ufcstats.com/fighter-details/8a9f54b9056b07f5
Simon Biyong,--,--,"Apr 05, 1991",http://ufcstats.com/fighter-details/27ab7257bf6a3b65
Val Woodburn,"5' 8""","74""","Aug 10, 1993",http://ufcstats.com/fighter-details/7a47e068f8017019
Marcelo Brito,"6' 1""",--,"Nov 27, 1977",http://ufcstats.com/fighter-details/3a97fda0de6f1fa4
Brandon Cash,"6' 5""",--,--,http://ufcstats.com/fighter-details/3993f7dcb7caf42a
Juan Espino,"6' 3""","80""","Oct 09, 1980",http://ufcstats.com/fighter-details/ccf5dc41417e9daf
Sara McMann,"5' 6""","66""","Sep 24, 1980",http://ufcstats.com/fighter-details/7be74a12d7352df2
Barb Honchak,"5' 4""","65""","Aug 30, 1979",http://ufcstats.com/fighter-details/472f6f6e6d962f40
Jake Rosholt,"6' 1""",--,"Feb 09, 1982",http://ufcstats.com/fighter-details/4f2fcbefb668689d
Alonzo Martinez,"5' 10""",--,"Apr 22, 1984",http://ufcstats.com/fighter-details/feffee4fc6da3aa3
Daijiro Matsui,"5' 9""",--,"Dec 05, 1972",http://ufcstats.com/fighter-details/cd42bbe8887bba90
Jeff Hougland,"5' 7""","68""","Aug 02, 1978",http://ufcstats.com/fighter-details/97a8f39186f489db
Eric Irvin,"5' 8""",--,"Jan 10, 1986",http://ufcstats.com/fighter-details/a47c2a6e24757932
Joe Lauzon,"5' 10""","71""","May 22, 1984",http://ufcstats.com/fighter-details/3bad7ef643840f67
Conor Heun,"5' 10""",--,"Feb 11, 1979",http://ufcstats.com/fighter-details/fdb02029556ff4ed
Nate Smith,"5' 6""","69""","Apr 09, 1995",http://ufcstats.com/fighter-details/0bbb69f69c9a2eea
Rafael Carvalho,"6' 3""",--,"Jul 27, 1986",http://ufcstats.com/fighter-details/620d8710e89cfeae
Rodrigo de Lima,"5' 7""",--,"Mar 12, 1991",http://ufcstats.com/fighter-details/a4dc47001f202bcd
Mike Moreno,"6' 0""",--,--,http://ufcstats.com/fighter-details/bb2eee4fb3259c01
Daisuke Nakamura,"5' 7""",--,"Jun 10, 1980",http://ufcstats.com/fighter-details/a196332ee4aa8a82
Kyle Kurtz,--,--,--,http://ufcstats.com/fighter-details/b490def93478ae29
Shohei Nose,"5' 6""","68""","Oct 19, 1997",http://ufcstats.com/fighter-details/6b0e83b094f816ac
Kiru Sahota,"5' 10""","73""","May 28, 1995",http://ufcstats.com/fighter-details/296a120cb880477b
Ryan Jimmo,"6' 1""","73""","Nov 27, 1981",http://ufcstats.com/fighter-details/bc3ec52ef70fc155
Michael Lombardo,"6' 0""","72""","Apr 03, 1990",http://ufcstats.com/fighter-details/6d6b9a6cb063b60d
Karine Silva,"5' 5""","67""","Dec 02, 1993",http://ufcstats.com/fighter-details/9d62c2d8ee151f08
Damir Hadzovic,"5' 9""","70""","Aug 08, 1986",http://ufcstats.com/fighter-details/38c626ca912c7bac
Sean Soriano,"5' 9""","70""","Oct 06, 1989",http://ufcstats.com/fighter-details/bd5403efbaa445c0
Luigi Vendramini,"5' 8""","73""","Jan 16, 1996",http://ufcstats.com/fighter-details/2f1a257d6777096d
Zhang Zhenyang,--,--,--,http://ufcstats.com/fighter-details/286e1d61fb315355
Steve Cantwell,"6' 2""","75""","Dec 08, 1986",http://ufcstats.com/fighter-details/f1f9e48a0d150757
Nick Ring,"6' 0""","74""","Feb 10, 1979",http://ufcstats.com/fighter-details/b13da0b1a3aed3e7
Guilherme Pat,"6' 6""","81""","Apr 20, 1994",http://ufcstats.com/fighter-details/ba15006c804a8de0
Blair Tugman,"6' 0""",--,--,http://ufcstats.com/fighter-details/63f8775391301891
Reynaldo Trujillo,"5' 9""",--,"Jan 01, 1982",http://ufcstats.com/fighter-details/e6b233a007cb06c4
Sultan Aliev,"5' 11""","74""","Sep 17, 1984",http://ufcstats.com/fighter-details/e70de1859b7ee78e
Hideo Tokoro,"5' 7""",--,"Aug 22, 1977",http://ufcstats.com/fighter-details/2d5fbe2103f97053
Todd Moore,"5' 9""","71""","Dec 30, 1983",http://ufcstats.com/fighter-details/e31502e3f79d00c5
Kurt Osiander,--,--,--,http://ufcstats.com/fighter-details/f84dfc5a8d178403
Khusein Askhabov,"5' 8""","69""","Feb 13, 1995",http://ufcstats.com/fighter-details/5c10da56d712ac9c
Fredson Paixao,"5' 6""","66""","May 13, 1979",http://ufcstats.com/fighter-details/320edfb0332b7073
Godofredo Pepey,"5' 7""","73""","Jul 02, 1987",http://ufcstats.com/fighter-details/fa37628269132d1a
Craig Jones,--,--,"Jul 17, 1991",http://ufcstats.com/fighter-details/e947b563eb744a21
Ariel Gandulla,"5' 11""",--,"May 07, 1968",http://ufcstats.com/fighter-details/41904fc4d3f5bffc
Brad Morris,"6' 2""",--,"Nov 01, 1979",http://ufcstats.com/fighter-details/6803d4d6908354ac
Adam Khaliev,"6' 0""",--,"Apr 16, 1984",http://ufcstats.com/fighter-details/1aba18b5f15d4956
Talita Nogueira,"5' 10""",--,"Oct 13, 1985",http://ufcstats.com/fighter-details/a3d1d060f9af97fe
Yves Edwards,"5' 9""","73""","Sep 30, 1976",http://ufcstats.com/fighter-details/5f04e3d58d9ce982
Gabriel Salinas-Jones,"6' 1""",--,"Nov 20, 1984",http://ufcstats.com/fighter-details/74d5f71eeb0c66c7
Kaloyan Kolev,"6' 2""","73""","Oct 17, 1992",http://ufcstats.com/fighter-details/33de378ce1734638
Roman Kopylov,"6' 0""","75""","May 04, 1992",http://ufcstats.com/fighter-details/9d83f6da776ff7d6
